customer_id,age,income,spending_score,annual_purchases,avg_order_value,website_visits_month,app_sessions_month,cart_abandon_rate,discount_usage_rate,loyalty_points,tenure_years,support_tickets,email_open_rate,social_engagement,return_rate,wishlist_items,referrals_made,premium_category_pct,weekend_purchase_pct,mobile_purchase_pct,gender,region,preferred_channel,cluster,persona_name
CUST100493,43,21400.0,12.2,2,42.16,2,0,0.467,0.378,220,3.42,3.0,0.0,0.075,0.151,3,0,0.07,0.115,0.165,Female,East,Website,0,Conservative Minimizers
CUST100176,51,78523.0,12.4,6,108.14,1,2,0.461,0.063,966,8.04,1.0,0.332,0.13,0.046,2,1,0.7,0.285,0.208,Male,North,Mobile App,2,Affluent Conservatives
CUST100676,59,31994.0,15.4,2,26.18,2,2,0.748,0.554,402,7.06,3.0,0.178,0.11,0.124,0,0,0.121,0.129,0.003,Female,East,In-Store,0,Conservative Minimizers
CUST100363,41,98482.0,80.0,35,186.18,17,21,0.166,0.133,4203,4.46,0.0,0.531,0.614,0.121,3,3,0.642,0.646,0.696,Male,East,Mobile App,3,High-Value Trendsetters
CUST100163,40,100772.0,10.2,12,151.26,4,3,0.738,0.14,718,9.81,1.0,0.361,0.036,0.066,1,1,0.557,0.493,0.398,Male,East,Website,2,Affluent Conservatives
CUST100248,23,82476.0,70.2,23,146.21,13,24,0.187,0.156,3938,4.81,0.0,0.472,0.794,0.115,11,6,0.463,0.685,0.739,Male,West,Website,3,High-Value Trendsetters
CUST100518,26,81700.0,7.5,6,165.16,0,2,0.499,0.179,1330,4.65,1.0,0.506,0.136,0.022,2,1,0.519,0.129,0.132,Male,North,Website,2,Affluent Conservatives
CUST100710,33,75804.0,18.1,8,105.47,5,2,0.457,0.077,1725,4.22,0.0,0.445,0.111,0.026,3,2,0.65,0.239,0.154,Male,East,Website,2,Affluent Conservatives
CUST100074,39,21200.0,27.9,4,26.83,2,1,0.568,0.435,159,3.41,1.0,0.161,0.116,0.021,1,0,0.184,0.199,0.005,Female,Central,Mobile App,0,Conservative Minimizers
CUST100643,31,55613.0,86.2,26,187.23,20,20,0.201,0.216,4298,3.79,3.0,0.479,0.611,0.031,11,3,0.644,0.498,0.706,Male,Central,Website,3,High-Value Trendsetters
CUST100405,42,98079.0,82.3,29,133.63,12,16,0.152,0.177,3318,3.94,2.0,0.433,0.606,0.067,7,6,0.472,0.351,0.7,Female,Central,Mobile App,3,High-Value Trendsetters
CUST100104,25,24969.0,74.8,34,40.49,29,23,0.35,0.754,1869,0.1,2.0,0.401,0.724,0.131,10,3,0.107,0.66,0.936,Female,South,Mobile App,1,Budget-Conscious Explorers
CUST100114,26,79371.0,80.5,25,180.6,16,27,0.164,0.144,3680,1.53,2.0,0.515,0.365,0.059,6,7,0.496,0.406,0.811,Male,West,Website,3,High-Value Trendsetters
CUST100300,30,68822.0,67.0,22,163.92,22,19,0.229,0.143,4057,2.38,2.0,0.76,0.439,0.066,13,1,0.768,0.672,0.708,Male,South,Mobile App,3,High-Value Trendsetters
CUST100092,57,16849.0,35.4,3,18.7,1,0,0.523,0.559,116,0.1,2.0,0.024,0.042,0.055,0,2,0.156,0.225,0.0,Female,West,Website,0,Conservative Minimizers
CUST100411,35,31671.0,15.8,1,26.52,3,1,0.8,0.475,457,3.37,3.0,0.165,0.113,0.113,0,1,0.323,0.142,0.0,Female,South,Mobile App,0,Conservative Minimizers
CUST100089,48,81258.0,13.1,4,108.07,0,3,0.731,0.171,712,8.45,2.0,0.304,0.105,0.0,2,0,0.63,0.144,0.254,Female,North,Mobile App,2,Affluent Conservatives
CUST100528,50,93585.0,24.0,5,103.11,3,3,0.485,0.064,1566,6.09,1.0,0.313,0.097,0.003,1,1,0.633,0.416,0.384,Female,East,Mobile App,2,Affluent Conservatives
CUST100734,33,90038.0,6.6,7,116.44,1,2,0.48,0.071,1252,8.6,0.0,0.251,0.101,0.066,3,0,0.552,0.418,0.397,Female,East,Mobile App,2,Affluent Conservatives
CUST100743,18,25885.0,68.6,15,33.91,31,33,0.501,0.737,1666,2.29,1.0,0.483,0.898,0.13,9,2,0.0,0.553,0.954,Male,East,Website,1,Budget-Conscious Explorers
CUST100575,18,22369.0,73.9,35,28.15,12,26,0.496,0.828,2711,2.91,2.0,0.311,0.945,0.158,9,2,0.0,0.553,0.831,Female,South,Mobile App,1,Budget-Conscious Explorers
CUST100497,28,32856.0,88.4,22,45.21,21,17,0.383,0.669,1547,0.54,1.0,0.462,0.956,0.076,7,1,0.161,0.58,0.792,Male,North,Mobile App,1,Budget-Conscious Explorers
CUST100494,54,88522.0,17.0,9,139.52,4,1,0.413,0.069,1856,8.27,1.0,0.252,0.146,0.009,0,0,0.893,0.49,0.155,Female,Central,Mobile App,2,Affluent Conservatives
CUST100011,27,32935.0,72.4,18,13.53,24,23,0.397,0.662,1762,0.1,0.0,0.613,0.596,0.114,19,9,0.006,0.563,0.877,Female,West,Mobile App,1,Budget-Conscious Explorers
CUST100433,48,22262.0,15.7,0,15.43,1,1,0.758,0.371,218,1.58,3.0,0.225,0.058,0.098,2,0,0.074,0.216,0.067,Male,South,Mobile App,0,Conservative Minimizers
CUST100043,36,112724.0,16.2,3,142.1,1,1,0.59,0.128,1013,8.97,2.0,0.494,0.126,0.091,0,1,0.47,0.312,0.143,Female,South,Mobile App,2,Affluent Conservatives
CUST100042,34,18647.0,23.6,5,24.55,0,0,0.567,0.494,239,5.1,3.0,0.223,0.046,0.057,1,0,0.189,0.21,0.135,Female,South,Mobile App,0,Conservative Minimizers
CUST100167,43,83282.0,85.6,31,123.72,20,15,0.119,0.286,4414,3.54,1.0,0.544,0.652,0.106,7,4,0.663,0.391,0.608,Female,Central,Mobile App,3,High-Value Trendsetters
CUST100703,37,81802.0,10.7,3,126.73,3,3,0.58,0.158,757,6.13,2.0,0.384,0.057,0.078,1,0,0.673,0.301,0.148,Female,West,Mobile App,2,Affluent Conservatives
CUST100613,57,80122.0,33.2,7,138.51,1,2,0.739,0.178,1282,4.7,0.0,0.265,0.164,0.099,2,1,0.832,0.202,0.205,Male,South,Website,2,Affluent Conservatives
CUST100412,31,84033.0,86.4,26,150.59,18,29,0.152,0.101,3482,4.21,0.0,0.394,0.726,0.107,8,5,0.723,0.61,0.76,Male,Central,Website,3,High-Value Trendsetters
CUST100178,23,34967.0,72.9,19,19.13,20,18,0.513,1.0,1653,0.1,3.0,0.327,0.906,0.163,9,3,0.161,0.577,0.81,Female,West,Website,1,Budget-Conscious Explorers
CUST100530,44,84311.0,12.2,6,151.77,2,2,0.597,0.062,703,3.93,1.0,0.218,0.083,0.1,1,1,0.92,0.341,0.163,Female,West,In-Store,2,Affluent Conservatives
CUST100539,45,94014.0,12.9,6,99.87,3,0,0.393,0.084,1913,3.4,0.0,0.372,0.188,0.056,3,1,0.523,0.308,0.134,Male,West,Website,2,Affluent Conservatives
CUST100177,34,97230.0,21.6,7,148.43,3,3,0.644,0.146,1170,9.77,1.0,0.413,0.114,0.057,1,2,1.0,0.263,0.207,Female,Central,Website,2,Affluent Conservatives
CUST100665,51,26365.0,18.8,2,24.29,2,2,0.701,0.733,401,6.06,3.0,0.077,0.052,0.065,0,0,0.31,0.237,0.112,Male,South,Website,0,Conservative Minimizers
CUST100766,57,28299.0,21.3,2,13.54,1,1,0.639,0.691,497,3.28,4.0,0.117,0.114,0.14,2,0,0.251,0.013,0.28,Female,East,Mobile App,0,Conservative Minimizers
CUST100257,36,78057.0,20.3,7,153.12,5,0,0.669,0.084,1419,4.35,1.0,0.374,0.158,0.002,2,0,0.676,0.378,0.329,Female,East,Mobile App,2,Affluent Conservatives
CUST100765,43,85861.0,80.1,29,87.43,13,20,0.114,0.072,4715,4.39,1.0,0.481,0.66,0.101,8,5,0.604,0.56,0.814,Male,Central,Website,3,High-Value Trendsetters
CUST100543,34,87398.0,85.7,26,127.44,19,17,0.204,0.191,4004,4.69,1.0,0.384,0.523,0.122,9,1,0.742,0.494,0.613,Male,East,In-Store,3,High-Value Trendsetters
CUST100015,25,21515.0,87.9,15,42.82,24,38,0.525,0.932,2092,0.1,2.0,0.283,0.688,0.271,15,2,0.019,0.603,0.753,Male,South,Website,1,Budget-Conscious Explorers
CUST100003,29,30460.0,75.9,19,43.58,24,21,0.337,0.658,1999,1.64,3.0,0.357,0.769,0.218,11,4,0.047,0.564,0.819,Male,East,Mobile App,1,Budget-Conscious Explorers
CUST100335,31,93599.0,80.6,36,162.75,16,20,0.089,0.245,3708,5.65,0.0,0.563,0.788,0.0,15,3,0.717,0.607,0.773,Male,West,Mobile App,3,High-Value Trendsetters
CUST100256,40,80512.0,18.6,8,139.61,3,2,0.649,0.161,1000,5.66,1.0,0.503,0.157,0.012,2,0,0.56,0.46,0.058,Male,West,Website,2,Affluent Conservatives
CUST100580,30,26256.0,12.4,1,30.09,1,0,0.782,0.642,10,1.31,4.0,0.13,0.155,0.131,1,0,0.199,0.072,0.281,Male,East,Mobile App,0,Conservative Minimizers
CUST100445,21,23242.0,81.7,15,36.64,24,25,0.403,0.735,1493,1.51,2.0,0.339,0.941,0.205,10,3,0.018,0.556,0.824,Male,South,Mobile App,1,Budget-Conscious Explorers
CUST100338,30,32123.0,16.1,3,37.92,1,1,0.633,0.588,486,1.68,4.0,0.222,0.071,0.093,1,0,0.208,0.256,0.052,Female,West,In-Store,0,Conservative Minimizers
CUST100478,36,90809.0,86.8,31,233.07,15,14,0.097,0.144,3615,4.14,2.0,0.704,0.711,0.166,8,1,0.826,0.366,0.624,Male,East,Mobile App,3,High-Value Trendsetters
CUST100417,23,66114.0,18.0,10,119.04,4,2,0.556,0.161,1096,5.62,2.0,0.355,0.155,0.029,3,1,0.665,0.313,0.149,Male,North,Mobile App,2,Affluent Conservatives
CUST100638,21,24788.0,83.7,20,31.66,25,23,0.227,0.774,1004,0.51,0.0,0.235,0.801,0.167,11,0,0.048,0.638,0.846,Male,East,In-Store,1,Budget-Conscious Explorers
CUST100714,44,88668.0,27.0,5,121.46,5,4,0.481,0.094,1514,6.84,2.0,0.428,0.072,0.063,2,0,0.452,0.235,0.293,Male,West,Mobile App,2,Affluent Conservatives
CUST100324,27,16307.0,92.7,19,45.51,24,34,0.517,0.705,2237,0.74,2.0,0.361,0.792,0.152,12,1,0.12,0.604,0.807,Female,East,In-Store,1,Budget-Conscious Explorers
CUST100457,33,93639.0,76.7,24,176.61,18,20,0.146,0.328,3934,3.29,0.0,0.546,0.729,0.113,9,6,0.788,0.661,0.798,Male,East,Website,3,High-Value Trendsetters
CUST100009,55,85846.0,14.9,9,106.79,2,3,0.511,0.1,1151,7.68,2.0,0.359,0.132,0.0,2,0,0.417,0.212,0.167,Male,North,Website,2,Affluent Conservatives
CUST100249,44,88587.0,15.8,7,130.65,4,0,0.496,0.202,1012,6.52,0.0,0.384,0.063,0.044,3,0,0.718,0.382,0.305,Female,West,Mobile App,2,Affluent Conservatives
CUST100022,24,74591.0,14.3,5,198.12,5,1,0.585,0.08,1115,7.37,2.0,0.316,0.153,0.016,2,4,0.633,0.443,0.209,Female,South,Website,2,Affluent Conservatives
CUST100221,41,22062.0,34.7,2,35.05,2,1,0.566,0.544,185,5.43,3.0,0.084,0.13,0.121,1,0,0.142,0.113,0.157,Male,North,Website,0,Conservative Minimizers
CUST100547,34,127497.0,89.3,23,172.96,15,24,0.081,0.111,4406,5.5,2.0,0.635,0.695,0.087,7,6,0.823,0.544,0.688,Male,West,Website,3,High-Value Trendsetters
CUST100690,40,106189.0,77.3,24,128.36,21,17,0.191,0.244,3873,6.35,0.0,0.716,0.688,0.0,14,6,0.649,0.454,0.543,Male,North,Website,3,High-Value Trendsetters
CUST100784,24,15246.0,77.1,20,24.61,22,31,0.337,0.679,2419,0.1,2.0,0.283,0.66,0.168,8,4,0.208,0.684,0.932,Male,East,Website,1,Budget-Conscious Explorers
CUST100626,45,89517.0,22.0,3,193.72,4,2,0.456,0.154,869,11.52,0.0,0.522,0.091,0.097,1,1,0.721,0.366,0.31,Female,West,Website,2,Affluent Conservatives
CUST100340,30,80729.0,100.0,24,140.47,31,24,0.081,0.267,3654,5.36,1.0,0.506,0.843,0.103,12,5,0.647,0.611,0.821,Male,East,Mobile App,3,High-Value Trendsetters
CUST100671,49,76157.0,22.3,8,140.5,3,2,0.508,0.16,1763,9.9,0.0,0.306,0.1,0.064,0,0,0.796,0.244,0.051,Female,West,Website,2,Affluent Conservatives
CUST100203,26,32415.0,74.8,27,28.29,22,24,0.484,0.866,1726,0.23,0.0,0.439,0.971,0.204,10,5,0.081,0.562,0.773,Female,East,Mobile App,1,Budget-Conscious Explorers
CUST100237,41,21959.0,22.3,4,37.01,1,2,0.67,0.379,585,1.4,4.0,0.177,0.094,0.075,2,0,0.143,0.144,0.082,Female,South,Mobile App,0,Conservative Minimizers
CUST100093,47,19128.0,29.2,1,25.71,1,1,0.586,0.523,265,3.16,4.0,0.167,0.076,0.078,2,0,0.119,0.21,0.32,Male,East,Mobile App,0,Conservative Minimizers
CUST100531,44,108349.0,13.8,4,98.64,3,1,0.504,0.055,1522,5.98,1.0,0.366,0.107,0.014,2,3,0.74,0.287,0.52,Male,West,Website,2,Affluent Conservatives
CUST100362,18,25617.0,69.3,20,44.25,27,20,0.535,0.749,1583,2.25,2.0,0.283,0.972,0.179,12,2,0.194,0.548,0.726,Female,West,Mobile App,1,Budget-Conscious Explorers
CUST100544,54,12542.0,13.5,3,40.63,3,0,0.803,0.414,340,6.22,2.0,0.199,0.054,0.135,0,0,0.109,0.315,0.146,Female,South,Mobile App,0,Conservative Minimizers
CUST100284,56,23435.0,8.4,5,27.46,4,2,0.57,0.542,318,8.82,4.0,0.162,0.07,0.097,2,0,0.111,0.144,0.095,Female,West,In-Store,0,Conservative Minimizers
CUST100184,51,18014.0,35.8,0,19.26,2,3,0.682,0.606,303,2.43,2.0,0.065,0.016,0.12,0,0,0.02,0.23,0.101,Male,East,Mobile App,0,Conservative Minimizers
CUST100649,29,92786.0,83.6,33,189.76,18,14,0.138,0.198,4372,2.89,2.0,0.551,0.54,0.062,15,5,0.826,0.446,0.631,Female,Central,Website,3,High-Value Trendsetters
CUST100396,25,17934.0,80.1,28,26.93,21,33,0.498,0.507,2606,2.03,3.0,0.386,0.527,0.22,10,4,0.082,0.624,0.788,Female,East,Website,1,Budget-Conscious Explorers
CUST100153,25,29925.0,69.8,28,39.66,17,38,0.673,0.85,2371,1.59,0.0,0.216,0.781,0.144,8,3,0.149,0.455,0.814,Female,South,Website,1,Budget-Conscious Explorers
CUST100075,41,100345.0,1.0,7,175.69,3,3,0.48,0.094,714,2.31,2.0,0.252,0.077,0.008,1,1,0.491,0.338,0.245,Female,Central,Website,2,Affluent Conservatives
CUST100453,41,58949.5,15.7,6,139.02,5,2,0.444,0.181,1112,6.09,0.0,0.413,0.105,0.053,2,0,0.545,0.346,0.264,Male,North,Mobile App,2,Affluent Conservatives
CUST100695,48,20251.0,16.5,2,26.51,4,3,0.734,0.562,96,5.55,2.0,0.264,0.0,0.119,0,0,0.217,0.302,0.144,Female,East,Website,0,Conservative Minimizers
CUST100277,28,31000.0,85.9,20,37.73,23,33,0.484,0.712,1268,1.65,2.0,0.211,0.811,0.238,22,2,0.057,0.489,0.867,Male,Central,Website,1,Budget-Conscious Explorers
CUST100068,29,24074.0,70.6,17,18.65,26,29,0.406,0.454,1301,2.62,1.0,0.436,0.583,0.266,11,4,0.286,0.752,0.825,Male,West,Website,1,Budget-Conscious Explorers
CUST100514,18,79996.0,96.7,26,163.15,21,13,0.154,0.205,5317,2.15,1.0,0.457,0.526,0.125,9,3,0.638,0.494,0.653,Male,West,Mobile App,3,High-Value Trendsetters
CUST100188,45,35455.0,3.3,3,27.68,1,3,0.643,0.509,304,0.1,2.0,0.219,0.049,0.059,2,1,0.202,0.154,0.126,Female,Central,Mobile App,0,Conservative Minimizers
CUST100271,33,33926.0,84.4,17,53.11,23,28,0.594,0.816,2680,1.75,1.0,0.339,0.528,0.163,17,4,0.102,0.501,0.868,Female,North,In-Store,1,Budget-Conscious Explorers
CUST100236,18,32439.0,97.6,22,13.75,29,24,0.384,0.813,1902,1.01,1.0,0.413,0.701,0.113,11,4,0.086,0.459,0.929,Female,North,Website,1,Budget-Conscious Explorers
CUST100088,46,80301.0,19.9,5,160.16,4,1,0.533,0.152,1318,4.21,2.0,0.242,0.171,0.081,2,1,0.569,0.368,0.163,Male,Central,Website,2,Affluent Conservatives
CUST100762,44,52808.0,91.5,24,201.53,9,21,0.223,0.257,3998,1.09,0.0,0.689,0.608,0.077,10,1,0.749,0.508,0.729,Male,West,Mobile App,3,High-Value Trendsetters
CUST100117,30,22072.0,62.4,11,22.41,17,29,0.331,0.68,1490,1.06,4.0,0.466,0.752,0.152,10,4,0.147,0.509,0.853,Male,North,Mobile App,1,Budget-Conscious Explorers
CUST100125,37,86138.0,28.8,9,115.5,3,2,0.451,0.097,1202,9.28,2.0,0.317,0.089,0.07,1,2,0.587,0.203,0.104,Male,Central,Mobile App,2,Affluent Conservatives
CUST100660,21,18923.0,83.1,24,32.25,27,31,0.5,0.617,2046,2.53,2.0,0.46,0.737,0.233,12,1,0.166,0.437,0.873,Male,Central,Website,1,Budget-Conscious Explorers
CUST100289,25,28694.0,93.8,24,41.44,29,22,0.354,0.642,1267,2.3,2.0,0.408,0.439,0.303,8,7,0.0,0.519,0.674,Female,West,Mobile App,1,Budget-Conscious Explorers
CUST100238,55,23897.0,28.0,3,20.86,2,1,0.58,0.593,335,1.02,1.0,0.18,0.039,0.115,2,0,0.009,0.367,0.185,Female,South,In-Store,0,Conservative Minimizers
CUST100000,20,30203.0,87.5,10,21.98,26,28,0.448,0.665,2152,2.28,2.0,0.513,0.806,0.128,13,1,0.17,0.595,0.835,Male,North,Mobile App,1,Budget-Conscious Explorers
CUST100791,44,19690.0,26.2,1,26.32,1,0,0.625,0.64,466,7.32,4.0,0.132,0.0,0.118,0,0,0.134,0.226,0.105,Female,South,Website,0,Conservative Minimizers
CUST100602,36,28014.0,75.1,17,32.77,13,27,0.424,0.643,2099,1.28,1.0,0.367,0.793,0.184,9,3,0.096,0.486,0.827,Female,East,Website,1,Budget-Conscious Explorers
CUST100794,34,71935.0,71.9,36,177.98,20,20,0.163,0.121,4432,2.24,1.0,0.486,0.259,0.066,6,4,0.7,0.727,0.73,Female,South,In-Store,3,High-Value Trendsetters
CUST100465,38,38463.0,39.2,4,36.26,0,1,0.76,0.642,117,4.27,0.0,0.179,0.0,0.157,2,0,0.202,0.178,0.174,Female,North,Mobile App,0,Conservative Minimizers
CUST100278,28,83376.0,66.2,33,133.03,18,15,0.121,0.178,4193,4.72,2.0,0.623,0.765,0.138,11,4,0.821,0.657,0.765,Female,West,In-Store,3,High-Value Trendsetters
CUST100624,45,82479.0,8.8,5,138.8,3,0,0.528,0.101,1364,10.25,1.0,0.259,0.009,0.071,1,2,0.81,0.146,0.255,Male,Central,In-Store,2,Affluent Conservatives
CUST100116,28,76203.0,20.2,8,136.11,3,3,0.453,0.137,1446,12.21,1.0,0.304,0.138,0.075,1,1,0.681,0.217,0.159,Female,East,In-Store,2,Affluent Conservatives
CUST100228,31,17067.0,21.1,6,32.63,0,0,0.723,0.54,471,2.8,4.0,0.209,0.058,0.079,1,1,0.149,0.297,0.104,Male,East,Mobile App,0,Conservative Minimizers
CUST100756,45,91369.0,31.3,3,177.24,2,3,0.562,0.038,1051,9.04,1.0,0.288,0.069,0.069,4,0,1.0,0.32,0.258,Female,Central,Mobile App,2,Affluent Conservatives
CUST100420,49,30020.0,36.8,2,27.29,1,1,0.501,0.625,363,4.31,3.0,0.203,0.023,0.11,2,0,0.218,0.033,0.138,Male,North,Website,0,Conservative Minimizers
CUST100434,28,17497.0,80.6,21,40.45,30,33,0.42,0.843,1451,0.18,0.0,0.393,0.651,0.204,4,2,0.138,0.497,0.883,Male,West,In-Store,1,Budget-Conscious Explorers
CUST100274,40,92658.0,20.6,8,174.45,2,2,0.465,0.091,1297,0.18,3.0,0.407,0.07,0.108,2,1,0.527,0.465,0.19,Male,North,In-Store,2,Affluent Conservatives
CUST100318,50,18014.0,6.2,6,22.86,2,1,0.705,0.727,387,1.2,1.0,0.122,0.067,0.014,2,0,0.299,0.382,0.125,Male,West,Website,0,Conservative Minimizers
CUST100551,32,68302.0,79.2,31,166.6,18,23,0.188,0.197,4470,2.52,4.0,0.522,0.674,0.103,8,4,0.699,0.459,0.744,Male,Central,Mobile App,3,High-Value Trendsetters
CUST100144,35,74567.0,80.6,28,185.75,13,18,0.164,0.192,4543,2.16,1.0,0.659,0.708,0.086,9,2,0.691,0.676,0.688,Male,Central,Website,3,High-Value Trendsetters
CUST100648,33,21126.0,88.9,25,44.75,24,29,0.544,0.845,2426,1.7,2.0,0.154,0.557,0.156,8,5,0.0,0.55,0.813,Male,North,Mobile App,1,Budget-Conscious Explorers
CUST100735,38,28968.0,15.8,2,29.96,4,0,0.8,0.493,352,8.98,3.0,0.129,0.116,0.091,2,0,0.236,0.061,0.049,Female,East,Website,0,Conservative Minimizers
CUST100726,38,89824.0,20.5,9,139.89,1,3,0.676,0.112,1126,8.25,1.0,0.144,0.128,0.077,3,0,0.634,0.325,0.209,Male,South,In-Store,2,Affluent Conservatives
CUST100585,36,76924.0,28.5,10,133.36,4,2,0.723,0.0,1313,5.55,0.0,0.314,0.192,0.03,3,2,0.598,0.312,0.028,Male,North,Website,2,Affluent Conservatives
CUST100369,18,28338.0,56.8,21,43.54,29,21,0.333,0.681,1874,0.1,2.0,0.431,0.716,0.212,13,2,0.0,0.613,0.774,Female,East,Website,1,Budget-Conscious Explorers
CUST100268,23,78727.0,91.8,30,6.38,21,32,0.05,0.322,2537,5.41,1.0,0.315,0.704,0.126,10,5,0.651,0.364,0.769,Male,East,Mobile App,3,High-Value Trendsetters
CUST100567,40,73940.0,90.7,29,241.42,19,22,0.179,0.173,3123,3.64,1.0,0.391,0.641,0.0,8,4,0.712,0.509,0.691,Female,South,Mobile App,3,High-Value Trendsetters
CUST100307,46,90012.0,27.9,6,141.0,6,4,0.549,0.077,1639,8.6,1.0,0.318,0.117,0.049,1,1,0.64,0.262,0.29,Male,Central,Mobile App,2,Affluent Conservatives
CUST100310,38,88446.0,89.8,25,163.77,15,24,0.117,0.145,4448,3.79,0.0,0.404,0.512,0.045,10,4,0.828,0.625,0.807,Male,Central,Website,3,High-Value Trendsetters
CUST100451,42,108883.0,6.5,10,134.42,1,1,0.385,0.133,889,7.34,2.0,0.283,0.087,0.011,2,4,0.717,0.274,0.139,Female,West,In-Store,2,Affluent Conservatives
CUST100046,29,99865.0,82.3,27,156.28,19,25,0.1,0.117,4863,3.38,0.0,0.594,0.706,0.019,10,5,0.745,0.613,0.56,Female,Central,Mobile App,3,High-Value Trendsetters
CUST100349,58,32113.0,32.9,5,33.38,2,0,0.765,0.556,674,4.09,6.0,0.139,0.147,0.185,0,0,0.047,0.077,0.217,Female,West,In-Store,0,Conservative Minimizers
CUST100371,35,41352.0,19.0,4,25.32,2,1,0.495,0.534,239,7.93,1.0,0.11,0.035,0.172,0,1,0.247,0.185,0.012,Female,South,In-Store,0,Conservative Minimizers
CUST100523,60,33568.0,31.8,3,11.39,2,2,0.636,0.532,155,2.5,6.0,0.281,0.08,0.114,0,1,0.326,0.047,0.196,Female,East,Mobile App,0,Conservative Minimizers
CUST100261,21,29512.0,87.0,16,41.71,22,30,0.592,0.831,2118,3.41,1.0,0.301,0.663,0.165,3,3,0.056,0.678,0.878,Male,South,Mobile App,1,Budget-Conscious Explorers
CUST100195,35,73780.0,22.4,2,156.51,4,2,0.528,0.128,1251,5.44,3.0,0.315,0.139,0.0,3,2,0.604,0.356,0.256,Female,South,Mobile App,2,Affluent Conservatives
CUST100799,23,72032.0,87.1,30,91.88,21,14,0.218,0.217,3922,5.49,1.0,0.682,0.66,0.086,8,5,0.904,0.5,0.765,Female,Central,Mobile App,3,High-Value Trendsetters
CUST100672,27,20765.0,81.2,16,17.56,34,33,0.417,0.698,2386,2.09,4.0,0.342,0.756,0.204,10,3,0.053,0.64,0.744,Male,North,In-Store,1,Budget-Conscious Explorers
CUST100107,41,101988.0,9.7,6,160.25,0,3,0.432,0.117,1274,9.17,2.0,0.112,0.061,0.054,2,1,0.718,0.361,0.179,Female,East,Mobile App,2,Affluent Conservatives
CUST100059,51,58949.5,31.5,5,171.35,3,2,0.369,0.091,732,8.93,3.0,0.27,0.115,0.028,1,2,0.594,0.474,0.152,Female,Central,In-Store,2,Affluent Conservatives
CUST100599,26,28201.0,81.3,15,32.47,27,41,0.423,0.805,2151,1.3,4.0,0.52,0.916,0.208,21,2,0.27,0.677,0.957,Female,Central,In-Store,1,Budget-Conscious Explorers
CUST100439,36,98363.0,27.6,3,202.8,1,3,0.565,0.075,1077,6.93,1.0,0.258,0.088,0.027,1,0,0.428,0.258,0.243,Male,Central,Website,2,Affluent Conservatives
CUST100100,18,21417.0,85.9,20,29.88,33,23,0.37,0.771,1956,2.0,3.0,0.42,0.809,0.164,12,3,0.117,0.677,0.894,Female,East,Mobile App,1,Budget-Conscious Explorers
CUST100477,23,97545.0,88.9,27,174.01,21,18,0.115,0.215,4742,2.25,1.0,0.526,0.7,0.08,7,6,0.635,0.521,0.541,Female,West,Website,3,High-Value Trendsetters
CUST100718,40,101776.0,79.8,26,220.96,17,15,0.2,0.212,5104,4.36,1.0,0.703,0.465,0.057,6,0,0.805,0.494,0.791,Female,East,Mobile App,3,High-Value Trendsetters
CUST100583,37,82089.0,24.5,6,142.78,4,1,0.686,0.1,943,6.54,2.0,0.307,0.147,0.031,1,2,0.469,0.382,0.235,Female,Central,Website,2,Affluent Conservatives
CUST100737,26,73501.0,12.6,6,102.49,3,4,0.59,0.111,895,3.72,0.0,0.182,0.104,0.062,1,1,0.82,0.496,0.277,Male,North,Website,2,Affluent Conservatives
CUST100179,24,18069.0,82.6,11,30.56,30,32,0.509,0.743,2268,2.42,3.0,0.493,0.84,0.154,7,4,0.144,0.709,0.775,Male,North,Website,1,Budget-Conscious Explorers
CUST100304,46,91882.0,17.5,5,113.16,4,1,0.601,0.204,1646,3.99,0.0,0.392,0.096,0.008,2,1,0.887,0.275,0.317,Female,South,Website,2,Affluent Conservatives
CUST100429,32,89209.0,8.8,8,221.83,4,1,0.297,0.016,1666,4.94,1.0,0.416,0.174,0.044,2,1,0.506,0.243,0.241,Male,North,Website,2,Affluent Conservatives
CUST100507,48,104889.0,20.0,9,114.55,3,2,0.688,0.116,1012,7.13,0.0,0.118,0.142,0.039,2,2,0.81,0.353,0.393,Female,South,In-Store,2,Affluent Conservatives
CUST100770,32,35322.0,24.8,3,29.84,2,0,0.701,0.531,120,6.44,2.0,0.166,0.074,0.145,1,0,0.182,0.235,0.201,Male,North,Website,0,Conservative Minimizers
CUST100149,27,21343.0,82.3,26,28.3,25,26,0.397,0.638,2306,2.57,3.0,0.597,0.727,0.362,11,4,0.068,0.637,0.917,Female,West,Website,1,Budget-Conscious Explorers
CUST100124,34,103684.0,74.8,23,153.12,21,15,0.067,0.266,3838,3.41,0.0,0.482,0.649,0.117,7,7,0.618,0.482,0.854,Female,East,Mobile App,3,High-Value Trendsetters
CUST100634,34,97571.0,80.2,32,188.56,20,22,0.091,0.194,4306,1.19,1.0,0.54,0.494,0.067,8,8,0.726,0.654,0.688,Male,North,Website,3,High-Value Trendsetters
CUST100697,40,41231.0,3.9,1,42.02,2,1,0.693,0.607,345,2.59,4.0,0.196,0.151,0.188,1,0,0.327,0.098,0.184,Female,West,Website,0,Conservative Minimizers
CUST100185,44,102829.0,12.0,6,110.57,2,2,0.477,0.039,776,2.32,0.0,0.413,0.02,0.009,4,0,0.648,0.364,0.266,Female,East,Website,2,Affluent Conservatives
